sample_ID,date,start_time,end_time,climate_logger_ID,latitude,longitude,GPS,city,address,location_description,site,habitat_description,temperature,weather,shade,wind,imp_mean,imp_median,imp_stdev,imp_min,imp_max,t1_mean,t1_max,t1_min,t1_sd,t1_var,t2_mean,t2_max,t2_min,t2_sd,t2_var,t3_mean,t3_max,t3_min,t3_sd,t3_var,raw_moist_mean,raw_moist_max,raw_moist_min,raw_moist_sd,raw_moist_var,vol_moist_mean,vol_moist_max,vol_moist_min,vol_moist_sd,vol_moist_var,remarks_participants,remarks_Nelma
23-11185,15.06.2023,13:04,14:40,94233367,52.404111,13.508649,"52.404111, 13.508649",Berlin,"Elfriede-Kuhr-Straße 17, 12355 Berlin",Hannah-Arendt-Gymnasium,Hannah-Arendt-Gymnasium,,22,very cloudy,no shade,weak wind,73.80892,89.5,32.27433,0,100,21.43055556,21.75,21.25,0.201179249,0.04047309,23.4375,25.625,22.5625,0.957087052,0.916015625,22.74305556,25.375,21.75,1.162753855,1.351996528,1082.444444,1088,1080,2.45515331,6.027777778,9.655555556,9.8,9.6,0.072648316,0.005277778,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed","coordites by me (address), one logger for 5 experiments"
23-22001,06.06.2023,11:13,13:13,94253278,51.501167,11.958278,"51.501167, 11.958278",Halle,"Friedenstraße 33, 06114 Halle (Saale)",Giebichenstein-Gymnasium “Thomas Muentzer”,Giebichenstein-Gymnasium “Thomas Muentzer”,,18,"rain, very cloudy",half-shade,no wind,35.99032,19.5,38.44573,0,100,16.63194444,16.9375,16.25,0.25280544,0.06391059,17.73611111,21.1875,16.6875,1.365656385,1.865017361,17.64583333,20.5625,16.375,1.246479417,1.553710938,747.2222222,757,733,8.012143561,64.19444444,2.111111111,2.3,1.8,0.176383421,0.031111111,light rain,"2 options picked for weather, rain and cloud cover will be separated in R"
23-22002,06.06.2023,11:17,13:17,94253288,51.501244,11.958567,"51.501244, 11.958567",Halle,"Friedenstraße 33, 06114 Halle (Saale)",Giebichenstein-Gymnasium “Thomas Muentzer”,Giebichenstein-Gymnasium “Thomas Muentzer”,,18,lightly cloudy,half-shade,weak wind,38.31392,24,38.7641,0,100,18.7875,19,18.375,0.248432586,0.06171875,18.6,19,18.375,0.24447009,0.059765625,17.5375,17.8125,17.25,0.240442301,0.0578125,976.6,980,972,3.209361307,10.3,7.32,7.4,7.2,0.083666003,0.007,disturbance = Aaron,"Changed date from 06.05.23 to 06.06.23 because all other experiments from this school were done on 06.06 and the climate logger was used on 06.06 but not 06.05; no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag), School written as GTM Halle, from google search it looks like Giebichenstein Gymnasium ""Thomas Muentzer"""
23-22003,06.06.2023,11:20,13:20,94253263,51.501241,11.958575,"51.501241, 11.958575",Halle,"Friedenstraße 33, 06114 Halle (Saale)",Giebichenstein-Gymnasium “Thomas Muentzer”,Giebichenstein-Gymnasium “Thomas Muentzer”,,18,"rain, very cloudy",full shade,weak wind,38.38782,25,38.64044,0,100,19.3203125,19.5,19.1875,0.122463096,0.01499721,18.8984375,19.8125,18.25,0.54582169,0.297921317,18.484375,19.875,17.375,0.80854118,0.653738839,1275.375,1377,1003,167.5068762,28058.55357,13.8125,16,7.9,3.625086206,13.14125,rain and cloudy,"2 options picked for weather, rain and cloud cover will be separated in R"
23-22004,06.06.2023,11:14,13:14,94253297,51.501249,11.958574,"51.501249, 11.958574",Halle,"Friedenstraße 33, 06114 Halle (Saale)",Giebichenstein-Gymnasium “Thomas Muentzer”,Giebichenstein-Gymnasium “Thomas Muentzer”,,17,very cloudy,half-shade,no wind,38.03846,24.5,38.55863,0,100,16.78125,17.125,16.625,0.175668367,0.030859375,18.17708333,22.4375,17,2.138346567,4.572526042,16.89583333,18,15.8125,0.769198717,0.591666667,713.5,740,687,26.89051878,723.1,1.333333333,1.9,0.7,0.62182527,0.386666667,,"no sample linked to this data sheet, School written as GTM Halle, from google search it looks like Giebichenstein Gymnasium ""Thomas Muentzer"""
23-22007,06.06.2023,11:10,12:40,94226784,51.501280,11.959320,"51.501280, 11.959320",Halle,"Friedenstraße 33, 06114 Halle (Saale)",Giebichenstein-Gymnasium “Thomas Muentzer”,Giebichenstein-Gymnasium “Thomas Muentzer”,,18,"rain, very cloudy",full shade,weak wind,37.54785,22,39.05573,0,100,20.625,21.3125,18.9375,0.765465545,0.5859375,20.05555556,22.625,19.0625,1.101953363,1.214301215,18.85416667,20.5625,17.4375,0.984746954,0.969726563,963.2222222,996,920,28.11039744,790.1944444,7.011111111,7.7,6,0.631356564,0.398611111,between very cloudy and rain,
23-22009,25.05.2023,12:20,14:22,94233331,52.390833,13.419689,"52.390833, 13.419689",Berlin,"hariyastraße 13-17, 12309 Berlin",Nahariya Grundschule,Nahariya Grundschule,,19,no clouds,no shade,no wind,48.67857,44.5,30.326,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-22015,09.06.2023,11:59,14:00,94233372,52.502352,13.490281,"52.502352, 13.490281",Berlin,"Lueckstrasse 63, 10317 Berlin",Immanuel-Kant-Gymnasium,Immanuel-Kant-Gymnasium,,25,lightly cloudy,half-shade,weak wind,68.94249,81,32.00823,4,100,18.15277778,18.5,18.0625,0.136613303,0.018663194,22.05555556,25.25,21.375,1.214513649,1.475043403,26.22916667,26.875,25.4375,0.523845457,0.274414063,1760.666667,1763,1755,3,9,24.02222222,24.1,23.9,0.083333333,0.006944444,,
23-22021,09.06.2023,11:58,13:58,94233317,52.501977,13.489494,"52.501977, 13.489494",Berlin,"Lueckstrasse 63, 10317 Berlin",Immanuel-Kant-Gymnasium,Immanuel-Kant-Gymnasium,,25,lightly cloudy,full shade,weak wind,59.59032,67,36.65246,0,100,21.93055556,23.5,21.5,0.668373466,0.44672309,25.83333333,26.5,24.875,0.571968913,0.327148438,26.20138889,27,25,0.647846325,0.419704861,936.2222222,943,930,5.142416207,26.44444444,6.422222222,6.6,6.3,0.109290642,0.011944444,"""Dreck zur Verwechslung mit Ameisen""? (not very legible), ""zwischen zwei Uhrzeiten halten sich teilweise mehr Ameisen auf""",
23-22022,09.06.2023,11:57,,94226831,52.502361,13.490361,"52.502361, 13.490361",Berlin,"Lueckstrasse 63, 10317 Berlin",Immanuel-Kant-Gymnasium,Immanuel-Kant-Gymnasium,,25,lightly cloudy,full shade,no wind,68.25325,80,32.46318,4,100,20.52083333,21.25,20.25,0.298106,0.088867188,25.71527778,26.5,25.5,0.311108011,0.096788194,26.68055556,27.125,26.0625,0.359639094,0.129340278,1352.888889,1360,1342,6.193634725,38.36111111,15.53333333,15.7,15.3,0.141421356,0.02,,
23-22025,09.06.2023,11:54,,94226774,52.502298,13.490253,"52.502298, 13.490253",Berlin,"Lueckstrasse 63, 10317 Berlin",Immanuel-Kant-Gymnasium,Immanuel-Kant-Gymnasium,,25,no clouds,full shade,weak wind,69.25649,81.5,31.87744,4,100,20.3671875,22.0625,20.0625,0.687449268,0.472586496,25.9296875,28.5,25.0625,1.156038832,1.336425781,26.7265625,30.3125,25.625,1.532001456,2.34702846,1435.875,1444,1426,5.693040865,32.41071429,17.3,17.5,17.1,0.130930734,0.017142857,,address doesn't correspond to coordites => correct address here
23-22028,31.05.2023,10:50,12:40,94253287,51.362799,12.368982,"51.362799, 12.368982",Leipzig,"Elsbethstraße 1, 04155 Leipzig",Geschwister-Scholl-Grundschule,Geschwister-Scholl-Grundschule,,,lightly cloudy,no shade,weak wind,85.78778,100,23.8639,5,100,,,,,,,,,,,,,,,,,,,,,,,,,,,no sample linked to this data sheet
23-22029,09.06.2023,11:54,14:43,94233373,52.502322,13.489989,"52.502322, 13.489989",Berlin,Lueckstrasse 63 10317 Berlin Lichtenberg,Immanuel-Kant-Gymnasium,Immanuel-Kant-Gymnasium,,23,lightly cloudy,half-shade,weak wind,70.11003,82,31.05389,4,100,22.27777778,24.125,21.875,0.736274877,0.542100694,25.8125,27.375,24.875,0.862635859,0.744140625,26.21527778,27.3125,25.3125,0.779442353,0.607530382,891.8888889,898,889,3.179797338,10.11111111,5.4,5.5,5.3,0.08660254,0.0075,"Ameisen, die man wo anders sieht",
23-22030,31.05.2023,10:55,,94226773,51.362799,12.368982,"51.362799, 12.368982",Leipzig,"Elsbethstraße 1, 04155 Leipzig",Geschwister-Scholl-Grundschule,Geschwister-Scholl-Grundschule,,20,no clouds,no shade,no wind,85.78778,100,23.8639,5,100,31.36111111,37.1875,25.75,3.141950556,9.871853299,29.58333333,31.375,25.125,1.913153483,3.66015625,28.70833333,30,24.625,1.707348547,2.915039063,849,2199,556,578.9026257,335128.25,5.511111111,32.6,0,11.61038807,134.8011111,,no sample linked to this data sheet
23-22033,06.09.2023,11:40,13:40,94233450,51.318190,12.395532,"51.318190, 12.395532",Leipzig,"Puschstrasse 4, 04103 Leipzig",iDiv,iDiv,,25,no clouds,half-shade,no wind,93.84142,100,13.87312,19,100,17.8828125,19.375,16.75,1.020130802,1.040666853,26.4609375,31,19.125,4.566832275,20.85595703,28.359375,31.375,22.375,3.693434994,13.64146205,962.125,982,935,18.51206171,342.6964286,6.9875,7.4,6.4,0.405101398,0.164107143,"start in full shade, half-shade from 20', no shade from 60'",
23-22035,31.05.2023,10:50,12:37,94253260,51.362799,12.368982,"51.362799, 12.368982",Leipzig,"Elsbethstraße 1, 04155 Leipzig",Geschwister-Scholl-Grundschule,Geschwister-Scholl-Grundschule,,23,lightly cloudy,half-shade,weak wind,85.78778,100,23.8639,5,100,26.21428571,29.75,24.125,2.022933984,4.092261905,24.25892857,25.25,23.5,0.713001077,0.508370536,23.9375,24.875,23.375,0.548435274,0.30078125,792,825,783,14.89966443,222,3.142857143,3.9,2.9,0.340867241,0.116190476,,no sample linked to this data sheet
23-22040,31.05.2023,10:50,12:50,94226796,51.362799,12.368982,"51.362799, 12.368982",Leipzig,"Elsbethstraße 1, 04155 Leipzig",Geschwister-Scholl-Grundschule,Geschwister-Scholl-Grundschule,Schulhof,20,no clouds,half-shade,weak wind,85.78778,100,23.8639,5,100,23.84027778,29,19.25,3.845034225,14.78428819,24.59722222,27.4375,22.125,1.862224998,3.467881944,25.04861111,27.875,22.25,1.884812288,3.552517361,953.5555556,969,931,10.59612088,112.2777778,6.8,7.1,6.3,0.229128785,0.0525,"""es krubleln ueberall kaefer herum; 1 auf den 40% herein"", ""ist fast ausgetrocknet"" (about baits)","no sample linked to this data sheet, date not given, but all experiments from that school seem to have been done on the same day at the same time"
23-22041,26.05.2023,11:15,13:15,94226724,52.431593,13.212723,"52.431593, 13.212723",Berlin,"Wasgenstraße 50, 14129 Berlin",Johannes-Tews-Grundschule,Johannes-Tews-Grundschule,,16,no clouds,half-shade,weak wind,56.13355,59,33.29072,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,"too many people, too loud; ""Sie gehen mehr an die Tropfen als an die Watte""",probably Johannes-Tews  Grundschule
23-22042,06.09.2023,12:10,14:10,94226791,51.317805,12.395509,"51.317805, 12.395509",Leipzig,"Puschstrasse 1, 04103 Leipzig",iDiv,iDiv,,26,no clouds,no shade,weak wind,90.58416,100,15.55206,46,100,27.08333333,30.5625,25.875,1.424876639,2.030273438,32.69444444,34.875,27.625,2.307732511,5.32562934,31.29861111,32.5,28,1.406172837,1.977322049,1114.333333,1164,856,98.14402682,9632.25,10.34444444,11.5,4.6,2.182378926,4.762777778,"""Ameisen laufen anfangs an Hoedern vorbei (ca 5 stueck); Ameisen sind sehr schnell (ebenfalls schnelle Flucht beim Einsammeln)""",ants fled while collecting at end of exp. (translation of participant comment)
23-22043,31.05.2023,10:48,12:45,94253259,51.362799,12.368982,"51.362799, 12.368982",Leipzig,"Elsbethstraße 1, 04155 Leipzig",Geschwister-Scholl-Grundschule,Geschwister-Scholl-Grundschule,,20,no clouds,full shade,weak wind,85.78778,100,23.8639,5,100,18.25,19,17.75,0.506211418,0.25625,20.92708333,22.25,19.75,0.935762278,0.875651042,21.32291667,22.6875,20.125,1.049119174,1.100651042,807.5,812,804,3.271085447,10.7,3.5,3.6,3.4,0.089442719,0.008,"""Kinder""",no sample linked to this data sheet
23-22045,26.05.2023,09:15,11:30,94226787,,,,,,,,,13.5,lightly cloudy,full shade,weak wind,,,,,,15.35,15.625,15,0.246855221,0.0609375,17.04375,17.375,16.5,0.291741062,0.085112847,16.71875,17.25,16.125,0.374130937,0.139973958,980.3,989,967,7.469196,55.78888889,7.39,7.6,7.1,0.159513148,0.025444444,,"no info on location, too many schools did experiments on this day to make a guess. Experiment time extracted from the climate logger measurements"
23-22046,26.05.2023,09:30,11:30,94233359,52.476572,13.320729,"52.476572, 13.320729",Berlin,"Laubacher Str. 27, 14197 Berlin",Ruppin Grundschule,Ruppin Grundschule,,14,no clouds,no shade,weak wind,60.44444,59,30.58352,0,100,24.21875,26.75,22.1875,1.597291234,2.551339286,23.0625,26,19.625,1.946551438,3.7890625,20.7734375,23.625,18.25,1.691937782,2.86265346,970.25,982,953,9.192388155,84.5,7.1625,7.4,6.8,0.206587927,0.042678571,,address very near participating school Ruppin Grundschule
23-22047,26.05.2023,09:08,11:10,94226832,52.449057,13.320091,"52.449057, 13.320091",Berlin,"Haydnstraße 15, 12203 Berlin",Grundschule an der Baeke,Grundschule an der Baeke,Schulhof,13,no clouds,half-shade,weak wind,27.51948,18,27.61886,0,100,13.5625,13.75,13.5,0.088388348,0.0078125,15.1875,16.125,14.375,0.660593618,0.436383929,15.3671875,16.5,14.25,0.736816799,0.542898996,773.5,781,760,7.010196655,49.14285714,2.725,2.9,2.4,0.166904592,0.027857143,"""Wir haben keine Ameisen gefunden :(""",
23-22049,25.05.2023,12:31,14:30,94226718,52.390833,13.419689,"52.390833, 13.419689",Berlin,hariyastrasse 13-17 12309 Berlin,Nahariya Grundschule,Nahariya Grundschule,,19,lightly cloudy,half-shade,weak wind,48.67857,44.5,30.326,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-22050,25.05.2023,12:37,14:36,94226806,52.390833,13.419689,"52.390833, 13.419689",Berlin,hariyastrasse 13-17 12309 Berlin,Nahariya Grundschule,Nahariya Grundschule,,18,lightly cloudy,half-shade,weak wind,48.67857,44.5,30.326,0,100,20.359375,20.6875,19.875,0.307550083,0.094587054,21,23.25,20.25,1.078917281,1.1640625,19.3671875,20.5,18.5,0.598022691,0.357631138,1402.875,1405,1400,1.552647509,2.410714286,16.5875,16.6,16.5,0.035355339,0.00125,,
23-22052,03.06.2023,12:00,12:06,,52.443687,13.275917,"52.443687, 13.275917",Berlin,"Molsheimer Str. 7, 14195 Berlin",Muehlenau-Grundschule,Muehlenau-Grundschule,Schulgarten,,,,,51.51447,45,31.45311,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-22057,03.07.2023,11:41,11:55,,52.443731,13.275909,"52.443731, 13.275909",Berlin,"Molsheimer Str. 7, 14195 Berlin",Muehlenau-Grundschule,Muehlenau-Grundschule,Schulgarten,21,lightly cloudy,half-shade,weak wind,51.33226,45,31.57494,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,"""Leider ist die Zuckerdoesung um gefallen ):""",no sample linked to this data sheet
23-22058,03.07.2023,12:01,,,52.443143,13.275967,"52.443143, 13.275967",Berlin,"Molsheimer Str. 7, 14195 Berlin",Muehlenau-Grundschule,Muehlenau-Grundschule,"""Am Wasserhahn""",20,very cloudy,half-shade,weak wind,46.16558,38,33.10513,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,only experiments done on this day were at this school
23-22061,26.05.2023,11:13,,94233308,52.431593,13.212723,"52.431593, 13.212723",Berlin,"Wasgenstraße 50, 14129 Berlin",Johannes-Tews-Grundschule,Johannes-Tews-Grundschule,,17,lightly cloudy,half-shade,weak wind,56.13355,59,33.29072,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,"""in der Naehe vom Wald""; ""Es sind Fliegen gekommen die Armeisen haven Getrunken""","no info on location but date, time of day and group me nomenclature matches that of 23-22041"
23-22063,25.05.2023,12:36,14:36,94233327,52.390833,13.419689,"52.390833, 13.419689",Berlin,hariyastrasse 13-17 12309 Berlin,Nahariya Grundschule,Nahariya Grundschule,,19,lightly cloudy,no shade,no wind,48.67857,44.5,30.326,0,100,18.4296875,19.5,17.625,0.74734463,0.558523996,23.1171875,25.25,20.4375,1.501649948,2.254952567,23.140625,25.5,20.5,1.798359247,3.234095982,936,968,909,20.89429177,436.5714286,6.4125,7.1,5.8,0.470372193,0.22125,,
23-22065,26.05.2023,11:15,,94226713,52.431593,13.212723,"52.431593, 13.212723",Berlin,"Wasgenstraße 50, 14129 Berlin",Johannes-Tews-Grundschule,Johannes-Tews-Grundschule,,16,lightly cloudy,no shade,weak wind,56.13355,59,33.29072,0,100,21.3671875,22.75,20.5625,0.705081603,0.497140067,19.9296875,21.8125,19.0625,0.924877827,0.855398996,18.8203125,20,18.125,0.726904441,0.528390067,991,999,985,4.720774755,22.28571429,7.625,7.8,7.5,0.103509834,0.010714286,"ball, people","no info on location but date, time of day and group me nomenclature matches that of 23-22041"
23-22066,26.05.2023,09:26,11:26,94233303,52.475880,13.321690,"52.475880, 13.321690",Berlin,"Friedeu, 14197 Berlin",Ruppin Grundschule,Ruppin Grundschule,,,no clouds,half-shade,weak wind,48.62258,44,37.56297,0,100,16.0625,16.5,15.6875,0.311605864,0.097098214,20.046875,23.375,18,1.561517548,2.438337054,19.1328125,22.25,17.375,1.384882304,1.917898996,998.5,1011,983,8.194074514,67.14285714,7.825,8.1,7.5,0.175254916,0.030714286,"""vielleicht moegen die Ameisen keinen Schatten, vielleicht stoert eine Wurzel die Ameisen, weil sie so nicht hinkommen; Experiment steht auf einem leichten Huegel""",address very near participating school Ruppin Grundschule
23-22067,26.05.2023,10:43,12:44,94226712,52.447831,13.318825,"52.447831, 13.318825",Berlin,"Haydnstrasse 15, 12203 Berlin",Grundschule an der Baeke,Grundschule an der Baeke,,13.5,no clouds,half-shade,no wind,45.64052,40,29.90718,0,100,18.15277778,18.625,17.5625,0.327918255,0.107530382,17.48611111,18.125,16.75,0.512326359,0.262478299,17.34722222,18.0625,16.625,0.494215674,0.244249132,1080.111111,1117,1054,27.04831069,731.6111111,9.6,10.4,9,0.587367006,0.345,"""eine Ameise is gestorben ch den sie auf die Watte gegangen ist""","no info on location, but group me may mean Baeke grundschule, date matches with experiments done there"
23-22068,26.05.2023,11:15,13:15,94226820,52.431593,13.212723,"52.431593, 13.212723",Berlin,"Wasgenstraße 50, 14129 Berlin",Johannes-Tews-Grundschule,Johannes-Tews-Grundschule,"""Im Wald""",16,lightly cloudy,half-shade,weak wind,56.13355,59,33.29072,0,100,14.7265625,15.875,14.5,0.47119896,0.22202846,17.2734375,20.25,16.5,1.254428539,1.57359096,17.671875,19.125,16.75,0.779014659,0.606863839,1028.375,1035,1021,4.657942526,21.69642857,8.475,8.6,8.3,0.103509834,0.010714286,"""es kommen wenig Ameisen"", ""Im Wald""","no info on location but date, time of day and group me nomenclature matches that of 23-22041"
23-22069,03.07.2023,12:03,,,52.443143,13.275967,"52.443143, 13.275967",Berlin,"Molsheimer Str. 7, 14195 Berlin",Muehlenau-Grundschule,Muehlenau-Grundschule,Ecke Schulgarten,,very cloudy,full shade,strong wind,46.16558,38,33.10513,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,"""Ecke Schulgarten""","only experiments done on this day were at this school; 2 options picked for wind, kept strongest one"
23-22070,26.05.2023,09:00,11:00,94233324,52.447831,13.318825,"52.447831, 13.318825",Berlin,"Haydnstrasse 15, 12203 Berlin",Grundschule an der Baeke,Grundschule an der Baeke,,13,no clouds,half-shade,weak wind,45.64052,40,29.90718,0,100,14.4375,15.25,13.625,0.637377439,0.40625,16.91666667,17.75,16.3125,0.491132301,0.241210938,17.61805556,18.5,16.625,0.723789699,0.523871528,1574.111111,1669,1401,125.9150949,15854.61111,20.16666667,22.1,16.6,2.60672208,6.795,"""der Boden war trocken, hart und dort waren Maeuseloecher. est gab keine Ameisen nur dar eine Ameise manchmal hin und her gakrabbelt ist""","address on google maps for the school seems to be haydnstrasse 15, not 16"
23-22075,08.07.2023,15:42,17:42,94226771,52.418272,13.267046,"52.418272, 13.267046",Berlin,Tuerksteinweg 11 14167 Berlin,private house,private house exp 23-22075,,31,no clouds,full shade,no wind,14.1129,10,16.9124,0,95,26.17361111,27.6875,25.5,0.68163534,0.464626736,28.20138889,33.4375,26.875,2.111810579,4.459743924,29.08333333,33.4375,28.25,1.640252934,2.690429688,1216.555556,1311,889,184.3007807,33966.77778,12.54444444,14.6,5.3,4.050960106,16.41027778,,"on chart it says 15:42 as start time, on first page it says both 15:30 and 15:42, I went with 15:42. Same thing with end time"
23-22076,26.05.2023,09:32,11:32,94233325,52.475364,13.320428,"52.475364, 13.320428",Berlin,"Laubacher Str. 22, 14197 Berlin",Ruppin Grundschule,Ruppin Grundschule,,14,no clouds,full shade,weak wind,69.7871,73.5,27.89982,10,100,13.63888889,13.75,13.625,0.041666667,0.001736111,15.35416667,17.125,14.3125,1.140089772,1.299804688,16.22222222,20.25,14.5,1.922347785,3.695421007,1274.777778,1282,1268,4.493822921,20.19444444,13.85555556,14,13.7,0.08819171,0.007777778,"""es lief leider nicht wie gewollt bei uns""",address very near participating school Ruppin Grundschule
23-22085,26.05.2023,09:10,,94226789,52.448279,13.320400,"52.448279, 13.320400",Berlin,"Haydnstraße 18, 12203 Berlin",Grundschule an der Baeke,Grundschule an der Baeke,,14,no clouds,full shade,weak wind,21.06431,15,25.27207,0,100,12.65625,12.875,12.5,0.129387292,0.016741071,14.5390625,16.375,13.6875,0.897004875,0.804617746,15.0390625,16,14,0.718798523,0.516671317,1063.75,1068,1059,3.535533906,12.5,9.2375,9.3,9.1,0.074402381,0.005535714,,
23-22087,26.05.2023,09:36,11:35,94226790,52.475184,13.320656,"52.475184, 13.320656",Berlin,"Offenbacher Str. 5A, 14197 Berlin",Ruppin Grundschule,Ruppin Grundschule,,14,no clouds,full shade,weak wind,66.87179,69.5,27.96729,10,100,14.7109375,15.25,14.5625,0.231304289,0.053501674,15.296875,16.125,14.625,0.537385785,0.288783482,15.6328125,16.75,14.8125,0.758462304,0.575265067,1075.375,1092,1009,27.29697785,745.125,9.5,9.9,8,0.618754509,0.382857143,"""sandiger standort ist ungemessen""",
23-22088,26.05.2023,09:29,11:29,94226788,52.475750,13.321651,"52.475750, 13.321651",Berlin,"Friedeu, Berlin-Bezirk Tempelhof-Schoeneberg",Ruppin Grundschule,Ruppin Grundschule,,12,no clouds,half-shade,no wind,51.03226,45.5,36.91445,0,100,15.47916667,17.625,14.25,1.19037481,1.416992188,23.38888889,29.125,17.625,4.656226696,21.68044705,22.31944444,27.125,17.25,4.055215156,16.44476997,1322.555556,1340,1296,16.07102292,258.2777778,14.88888889,15.3,14.3,0.358623913,0.128611111,"""Kellerasseln, Fliege""","no sample linked to this data sheet, address very near participating school Ruppin Grundschule"
23-22089,04.06.2023,12:10,14:20,94253271,51.319826,12.379610,"51.319826, 12.379610",Leipzig,Scharnhorststrasse 47 04275 Leipzig,Kurt Masur Schule,Kurt Masur Schule,,21,no clouds,half-shade,weak wind,66.15909,68.5,31.07622,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,"""die Ameisen leben in einer Garde Ventilbox""",
23-22090,26.05.2023,09:30,11:30,94253256,51.319498,12.377589,"51.319498, 12.377589",Leipzig,"Scharnhorststraße 24, 04275 Leipzig",Kurt Masur Schule,Kurt Masur Schule,Schulgarten,17,lightly cloudy,full shade,no wind,89.90354,100,18.34776,20,100,18.46527778,20.1875,16.8125,1.19900313,1.437608507,20.86805556,22.625,19,1.404667319,1.973090278,19.45138889,21.3125,17.625,1.365656385,1.865017361,1975.222222,2095,1796,98.58724281,9719.444444,28.26666667,30.6,24.7,1.96468827,3.86,"""am Ende waren keine Ameisen auf dem Koeder""",no sample linked to this data sheet
24-11001,12.04.2024,14:11,16:11,94253271,51.3178281,12.3961860,"51.317828, 12.396186",Leipzig,"Puschstraße 4, 04103 Leipzig",south-west side of iDiv building,iDiv,"Flower bank, low vegetation cover",19,no clouds,no shade,strong wind,92.24194,100,15.00762,46,100,17.35,17.75,17.00,0.31,0.10,27.38,29.13,25.75,1.14,1.30,25.28,26.88,24.38,0.84,0.70,1275.555556,1301,1232.00,23.47398087,551.0277778,13.87,14.4,12.9,0.51,0.265,,
24-11002,12.04.2024,14:36,16:36,94253296,51.3179138,12.3961032,"51.317914, 12.396103",Leipzig,"Puschstraße 4, 04103 Leipzig",south-west side of iDiv building,iDiv,sandy area,20,no clouds,no shade,strong wind,92.70779,100,14.72361,46,100,22.23,22.75,22.00,0.24,0.06,27.89,30.25,27.00,1.11,1.23,24.63,25.88,24.13,0.60,0.36,995.375,1003,980.00,7.614600637,57.98214286,7.73,7.9,7.4,0.16,0.025,"20+40%: several ants under the bait card, where the cotton ball was",
24-11003,20.05.2024,8:45,10:47,94253271,51.2835239,12.3470791,"51.2835239, 12.3470791",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"open field, partial grass cover, next to gravel road, few 100m away from Cospudener See",14,no clouds,no shade,no wind,0,0,0,0,0,18.30,19.25,17.69,0.54,0.29,25.47,30.50,20.88,3.51,12.35,22.74,27.00,18.75,2.89,8.38,1100.111111,1126,1065.00,20.21413147,408.6111111,10.04,10.6,9.3,0.44,0.192777778,"some ants active around the baits, cotton balls oversoaked",
24-11004,20.05.2024,9:12,11:14,94233367,51.2834819,12.3470349,"51.2834819, 12.3470349",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"open field, partial grass cover, next to gravel road, few 100m away from Cospudener See",16,no clouds,no shade,no wind,0,0,0,0,0,18.91,20.56,17.63,1.05,1.11,27.22,31.25,21.88,3.23,10.44,24.56,28.25,19.75,2.91,8.46,1304,1320,1283.00,12.24744871,150,14.48,14.8,14,0.28,0.076944444,,"climate logger number typed wrong, corrected based on number used later on same day"
24-11005,20.05.2024,9:39,11:40,94253296,51.2832945,12.3471147,"51.2832945, 12.3471147",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"open field, partial grass cover, about 20m from gravel road, few 100m away from Cospudener See",17,no clouds,no shade,no wind,0,0,0,0,0,21.16,23.06,19.81,1.21,1.46,30.84,33.38,27.38,2.18,4.73,27.52,29.50,25.25,1.56,2.44,925.625,939,905.00,11.78300835,138.8392857,6.18,6.5,5.7,0.27,0.073571429,"soil extremely dry and hard, blade of climate logger was sticking out about 1 cm",
24-11006,20.05.2024,10:05,12:05,94226717,51.2834473,12.3472307,"51.2834473, 12.3472307",Leipzig,"Lauerscher Weg 200, 04249 Leipzig","Cospudener See, north beach",Cospudener See,"open field, partial grass cover, about 20m from gravel road, few 100m away from Cospudener See",17,no clouds,no shade,weak wind,0.090909,0,1.127367,0,15,21.76,24.69,19.63,1.70,2.89,29.03,32.63,22.00,3.38,11.42,27.12,29.75,24.75,1.61,2.58,1177.777778,1191,1149.00,13.2549781,175.6944444,11.73,12,11.1,0.30,0.09,"climate logger sticking out 1 cm (hard, dry soil), grass makes it hard to keep bait cards flat on ground, some ants active around baits but not on them",
24-11007,20.05.2024,16:58,18:58,94253296,51.3504141,12.4208238,"51.3504141, 12.4208238",Leipzig,"Volksgarten, 04318 Leipzig","Volksgarten, near Spielplatz",Leipzig Volksgarten,"public park, near playground + footpath, grass + bare earth",22,lightly cloudy,half-shade,no wind,5.836013,0,10.25003,0,50,25.60,27.50,24.00,1.24,1.53,22.43,24.88,21.50,1.07,1.14,21.47,22.50,20.69,0.48,0.23,1289.666667,1292,1288.00,1.5,2.25,14.18,14.2,14.1,0.04,0.001944444,active ants around baits,
