sample_ID,concentration,count_time,individuals,remarks_participants,remarks_Nelma
23-11181,10,Frozen,53,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,10,Lab,52,,
23-11181,20,5,1,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,20,10,0,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,20,20,1,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,20,40,28,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,20,80,33,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,20,120,25,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,20,Frozen,71,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,20,Lab,74,,
23-11181,40,5,1,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,40,10,0,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,40,20,0,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,40,40,1,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,40,80,16,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,40,120,16,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,40,Frozen,20,"""da wir den Versuch erst ch der Verteilung der Fallen durchgeführt haben, gibt es hier nur dieser Logger""
from 13:54 light drizzle for 5-10 minutes, from 14:30 sunny",temperature calculated by me
23-11181,40,Lab,20,,
23-11182,0,5,1,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,0,10,1,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,0,20,1,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,0,40,1,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,0,80,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,0,120,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,0,Frozen,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,0,Lab,0,,
23-11182,5,5,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,5,10,3,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,5,20,2,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,5,40,7,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,5,80,20,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,5,120,16,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,5,Frozen,27,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,5,Lab,26,,
23-11182,10,5,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,10,10,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,10,20,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,10,40,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,10,80,12,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,10,120,50,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,10,Frozen,164,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,10,Lab,156,,
23-11182,20,5,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,20,10,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,20,20,1,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,20,40,0,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,20,80,27,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,20,120,13,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,20,Frozen,38,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,20,Lab,38,,
23-11182,40,5,1,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,40,10,1,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,40,20,1,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,40,40,1,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,40,80,5,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,40,120,20,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,40,Frozen,70,"light rain for 5-10 minutes from 13:00, also 15m distance to climate logger","temperature calculated by me, coordinates by me (schulhof)"
23-11182,40,Lab,65,,
23-11183,0,5,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",coordinates by me (address)
23-11183,0,10,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,0,20,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,0,40,3,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,0,80,3,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,0,120,0,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,0,Frozen,0,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,0,Lab,0,,
23-11183,5,5,1,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,5,10,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,5,20,1,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,5,40,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,5,80,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,5,120,0,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,5,Frozen,0,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,5,Lab,0,,
23-11183,10,5,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,10,10,0,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,10,20,3,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,10,40,4,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,10,80,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,10,120,1,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,10,Frozen,1,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,10,Lab,1,,
23-11183,20,5,0,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,20,10,6,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,20,20,3,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,20,40,3,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,20,80,4,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,20,120,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,20,Frozen,6,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,20,Lab,6,,
23-11183,40,5,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,40,10,0,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,40,20,0,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,40,40,2,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,40,80,1,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,40,120,1,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,40,Frozen,1,"exp. ended after 98 minutes, ca. 6m away from climate logger, 13:55 light rain for 5-10 min",
23-11183,40,Lab,1,,
23-11184,0,5,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes","temperature calculated by me, coordinates by me (address)"
23-11184,0,10,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,0,20,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,0,40,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,0,80,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,0,120,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,0,Frozen,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,0,Lab,0,,
23-11184,5,5,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes, ""wasser ist aufs Blatt gelaufen""",
23-11184,5,10,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes, ""wasser ist aufs Blatt gelaufen""",
23-11184,5,20,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes, ""wasser ist aufs Blatt gelaufen""",
23-11184,5,40,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes, ""wasser ist aufs Blatt gelaufen""",
23-11184,5,80,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes, ""wasser ist aufs Blatt gelaufen""",
23-11184,5,120,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes, ""wasser ist aufs Blatt gelaufen""",
23-11184,5,Frozen,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes, ""wasser ist aufs Blatt gelaufen""",
23-11184,5,Lab,0,,
23-11184,10,5,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,10,10,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,10,20,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,10,40,1,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,10,80,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,10,120,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,10,Frozen,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,10,Lab,0,,
23-11184,20,5,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,20,10,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,20,20,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,20,40,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,20,80,1,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,20,120,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,20,Frozen,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,20,Lab,0,,
23-11184,40,5,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,40,10,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,40,20,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,40,40,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,40,80,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,40,120,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,40,Frozen,0,"Exp. ended after 99 minutes, 3m away from climate logger, light rain at 13:00 for 5-10 minutes",
23-11184,40,Lab,0,,
23-11185,0,5,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",coordinates by me (address)
23-11185,0,10,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,0,20,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,0,40,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,0,80,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,0,120,,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,0,Frozen,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,0,Lab,0,,
23-11185,5,5,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,5,10,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,5,20,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,5,40,1,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,5,80,1,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,5,120,,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,5,Frozen,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,5,Lab,0,,5%: just 1 ant leg
23-11185,10,5,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,10,10,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,10,20,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,10,40,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,10,80,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,10,120,,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,10,Frozen,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,10,Lab,0,,
23-11185,20,5,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,20,10,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,20,20,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,20,40,2,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,20,80,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,20,120,,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,20,Frozen,6,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,20,Lab,6,,
23-11185,40,5,1,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,40,10,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,40,20,0,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,40,40,1,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,40,80,28,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,40,120,,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed",
23-11185,40,Frozen,107,"Exp. ended after 96 minutes, cotton ball was more strongly squeezed, unsure if counted correctly",
23-11185,40,Lab,119,,
23-22001,0,5,0,light rain,
23-22001,0,10,0,light rain,
23-22001,0,20,0,light rain,
23-22001,0,40,0,light rain,
23-22001,0,80,0,light rain,
23-22001,0,120,2,light rain,
23-22001,0,Frozen,4,light rain,
23-22001,0,Lab,4,,"IDed w/ TMS number + team me, sample ID was not on sample bag"
23-22001,5,5,0,light rain,
23-22001,5,10,0,light rain,
23-22001,5,20,0,light rain,
23-22001,5,40,0,light rain,
23-22001,5,80,0,light rain,
23-22001,5,120,5,light rain,
23-22001,5,Frozen,1,light rain,
23-22001,5,Lab,1,,"IDed w/ TMS number + team me, sample ID was not on sample bag"
23-22001,10,5,0,light rain,
23-22001,10,10,1,light rain,
23-22001,10,20,0,light rain,
23-22001,10,40,0,light rain,
23-22001,10,80,0,light rain,
23-22001,10,120,1,light rain,
23-22001,10,Frozen,2,light rain,
23-22001,10,Lab,2,,"IDed w/ TMS number + team me, sample ID was not on sample bag"
23-22001,20,5,0,light rain,
23-22001,20,10,0,light rain,
23-22001,20,20,0,light rain,
23-22001,20,40,0,light rain,
23-22001,20,80,0,light rain,
23-22001,20,120,0,light rain,
23-22001,20,Frozen,0,light rain,
23-22001,20,Lab,,,20% not sent back
23-22001,40,5,0,light rain,
23-22001,40,10,0,light rain,
23-22001,40,20,0,light rain,
23-22001,40,40,2,light rain,
23-22001,40,80,0,light rain,
23-22001,40,120,2,light rain,
23-22001,40,Frozen,2,light rain,
23-22001,40,Lab,2,,"IDed w/ TMS number + team me, sample ID was not on sample bag"
23-22002,0,5,0,disturbance = Aaron,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,0,10,0,disturbance = Aaron,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,0,20,0,disturbance = Aaron,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,0,40,0,disturbance = Aaron,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,0,80,0,disturbance = Aaron,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,0,120,0,disturbance = Aaron,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,0,Frozen,,disturbance = Aaron,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,0,Lab,6,,"IDed w/ TMS number, only the TMS nb + team me “Die Blasrohrameisen” was on sample bag; Team me does not match data sheet, but TMS nb does; only 0% sent back, others = missing"
23-22002,5,5,0,disturbance = people,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,5,10,0,disturbance = people,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,5,20,0,disturbance = people,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,5,40,0,disturbance = people,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,5,80,0,disturbance = people,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,5,120,0,disturbance = people,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,5,Frozen,,disturbance = people,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,5,Lab,,,"IDed w/ TMS number, only the TMS nb + team me “Die Blasrohrameisen” was on sample bag; Team me does not match data sheet, but TMS nb does; only 0% sent back, others = missing"
23-22002,10,5,0,disturbance = small children,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,10,10,0,disturbance = small children,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,10,20,0,disturbance = small children,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,10,40,0,disturbance = small children,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,10,80,0,disturbance = small children,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,10,120,0,disturbance = small children,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,10,Frozen,,disturbance = small children,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,10,Lab,,,"IDed w/ TMS number, only the TMS nb + team me “Die Blasrohrameisen” was on sample bag; Team me does not match data sheet, but TMS nb does; only 0% sent back, others = missing"
23-22002,20,5,0,disturbance = wind,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,20,10,0,disturbance = wind,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,20,20,0,disturbance = wind,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,20,40,0,disturbance = wind,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,20,80,1,disturbance = wind,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,20,120,0,disturbance = wind,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,20,Frozen,,disturbance = wind,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,20,Lab,,,"IDed w/ TMS number, only the TMS nb + team me “Die Blasrohrameisen” was on sample bag; Team me does not match data sheet, but TMS nb does; only 0% sent back, others = missing"
23-22002,40,5,0,disturbance = Jan,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,40,10,0,disturbance = Jan,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,40,20,0,disturbance = Jan,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,40,40,0,disturbance = Jan,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,40,80,0,disturbance = Jan,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,40,120,0,disturbance = Jan,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,40,Frozen,,disturbance = Jan,"no sample ID on sample bag, TMS number matches but team me does not (ant catching on sheet, die Blasrohrameisen on bag)"
23-22002,40,Lab,,,"IDed w/ TMS number, only the TMS nb + team me “Die Blasrohrameisen” was on sample bag; Team me does not match data sheet, but TMS nb does; only 0% sent back, others = missing"
23-22003,0,5,0,rain and cloudy,
23-22003,0,10,0,rain and cloudy,
23-22003,0,20,1,rain and cloudy,
23-22003,0,40,0,rain and cloudy,
23-22003,0,80,0,rain and cloudy,
23-22003,0,120,0,rain and cloudy,
23-22003,0,Frozen,0,rain and cloudy,
23-22003,0,Lab,,,"IDed w/ TMS number + team me, sample ID was not on sample bag; only 40% vial was sent back"
23-22003,5,5,0,rain and cloudy,
23-22003,5,10,1,rain and cloudy,
23-22003,5,20,0,rain and cloudy,
23-22003,5,40,0,rain and cloudy,
23-22003,5,80,0,rain and cloudy,
23-22003,5,120,0,rain and cloudy,
23-22003,5,Frozen,0,rain and cloudy,
23-22003,5,Lab,,,"IDed w/ TMS number + team me, sample ID was not on sample bag; only 40% vial was sent back"
23-22003,10,5,0,rain and cloudy,
23-22003,10,10,0,rain and cloudy,
23-22003,10,20,0,rain and cloudy,
23-22003,10,40,1,rain and cloudy,
23-22003,10,80,1,rain and cloudy,
23-22003,10,120,0,rain and cloudy,
23-22003,10,Frozen,0,rain and cloudy,
23-22003,10,Lab,,,"IDed w/ TMS number + team me, sample ID was not on sample bag; only 40% vial was sent back"
